Name;K;M;M1;N;N1;T;X0;eps;h;n;r0;repetition;rho;sigma;tau;tipo;average;max;min;timeSGD
r0:5-rho:0.8-M:10-K:0-tau:0.5-n:7;0;10;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;0,5;lagrange;239,2;410;129;10.974.987.737.004.900
r0:5-rho:0.8-M:10-K:0-tau:0.5-n:6;0;10;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;0,5;lagrange;183,7;357;50;0,840371858
r0:5-rho:0.8-M:10-K:0-tau:0.5-n:5;0;10;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;0,5;lagrange;232,9;405;114;10.590.231.523.994.500
r0:5-rho:0.8-M:10-K:0-tau:0.5-n:4;0;10;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;0,5;lagrange;146,1;276;88;0,661636681
r0:5-rho:0.8-M:10-K:0-tau:0.5-n:3;0;10;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;0,5;lagrange;168,5;285;110;0,760708761
r0:5-rho:0.8-M:10-K:0-tau:0.1-n:8;0;10;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;0,1;lagrange;336,7;547;55;15.501.079.153.007.500
r0:5-rho:0.8-M:10-K:0-tau:0.1-n:7;0;10;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;0,1;lagrange;270,2;545;125;1.240.851.073.700.460
r0:5-rho:0.8-M:10-K:0-tau:0.1-n:6;0;10;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;0,1;lagrange;218,9;350;75;10.047.186.563.009.700
r0:5-rho:0.8-M:10-K:0-tau:0.1-n:5;0;10;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;0,1;lagrange;255;512;138;1.156.687.548.899.200
r0:5-rho:0.8-M:10-K:0-tau:0.1-n:4;0;10;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;0,1;lagrange;143,5;294;48;0,648859893
r0:5-rho:0.8-M:10-K:0-tau:0.1-n:3;0;10;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;0,1;lagrange;174,4;341;67;0,786987957
r0:5-rho:0.8-M:1-K:0.0003-tau:1-n:8;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;1;lagrange;1765;3453;600;6.325.919.928.800.430
r0:5-rho:0.8-M:1-K:0.0003-tau:1-n:7;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;1;lagrange;2652,5;4999;1098;949.184.074.680.088
r0:5-rho:0.8-M:1-K:0.0003-tau:1-n:6;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;1;lagrange;1747,2;4380;562;6.232.908.373.299.860
r0:5-rho:0.8-M:1-K:0.0003-tau:1-n:5;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;1;lagrange;1660,5;3198;610;5.929.298.589.700.190
r0:5-rho:0.8-M:1-K:0.0003-tau:1-n:4;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;1;lagrange;1222,5;2661;700;4.371.235.574.799.350
r0:5-rho:0.8-M:1-K:0.0003-tau:1-n:3;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;1;lagrange;1026,7;1758;444;3.659.417.862.400.000
r0:5-rho:0.8-M:1-K:0.0003-tau:0.5-n:8;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;0,5;lagrange;2159;4999;953;7.753.712.878.299.120
r0:5-rho:0.8-M:1-K:0.0003-tau:0.5-n:7;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;0,5;lagrange;2024,5;4663;408;725.310.095.110.035
r0:5-rho:0.8-M:1-K:0.0003-tau:0.5-n:6;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;0,5;lagrange;2106,2;4258;824;7.541.879.025.800.150
r0:5-rho:0.8-M:1-K:0.0003-tau:0.5-n:5;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;0,5;lagrange;1957,8;4264;296;699.198.656.029.912
r0:5-rho:0.8-M:1-K:0.0003-tau:0.5-n:4;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;0,5;lagrange;1667,8;4999;490;5.949.180.085.599.070
r0:5-rho:0.8-M:1-K:0.0003-tau:0.5-n:3;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;0,5;lagrange;1213,5;2480;551;4.319.158.139.100.180
r0:5-rho:0.8-M:1-K:0.0003-tau:0.1-n:8;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;0,1;lagrange;2680,3;4999;479;9.600.858.364.999.290
r0:5-rho:0.8-M:1-K:0.0003-tau:0.1-n:7;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;0,1;lagrange;2290,5;4962;811;82.090.306.255.006
r0:5-rho:0.8-M:1-K:0.0003-tau:0.1-n:6;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;0,1;lagrange;2357,3;4999;1180;843.642.508.139.892
r0:5-rho:0.8-M:1-K:0.0003-tau:0.1-n:5;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;0,1;lagrange;1818,3;3542;721;6.500.020.397.700.420
r0:5-rho:0.8-M:1-K:0.0003-tau:0.1-n:4;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;0,1;lagrange;1529,1;3362;305;5.470.463.647.300.490
r0:5-rho:0.8-M:1-K:0.0003-tau:0.1-n:3;0,0003;1;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;0,1;lagrange;1057,6;3766;169;37.687.532.124.997.200
r0:5-rho:0.8-M:1-K:0.0005-tau:1-n:8;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;1;lagrange;2584,4;4999;879;927.804.700.370.034
r0:5-rho:0.8-M:1-K:0.0005-tau:1-n:7;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;1;lagrange;2642,3;4462;739;9.471.212.134.399.680
r0:5-rho:0.8-M:1-K:0.0005-tau:1-n:6;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;1;lagrange;1546,8;2987;381;55.224.505.464.997.400
r0:5-rho:0.8-M:1-K:0.0005-tau:1-n:5;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;1;lagrange;1646,8;2827;928;5.892.559.699.900.440
r0:5-rho:0.8-M:1-K:0.0005-tau:1-n:4;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;1;lagrange;1142,1;2054;469;40.927.334.430.991.300
r0:5-rho:0.8-M:1-K:0.0005-tau:1-n:3;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;1;lagrange;1188,7;2961;355;42.632.914.789.996
r0:5-rho:0.8-M:1-K:0.0005-tau:0.5-n:8;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;0,5;lagrange;2866,4;4999;801;10.315.451.285.699.900
r0:5-rho:0.8-M:1-K:0.0005-tau:0.5-n:7;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;0,5;lagrange;1978,9;4061;680;7.121.397.586.700.910
r0:5-rho:0.8-M:1-K:0.0005-tau:0.5-n:6;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;0,5;lagrange;2259,3;4734;645;8.102.963.648.700.090
r0:5-rho:0.8-M:1-K:0.0005-tau:0.5-n:5;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;0,5;lagrange;1793,6;3226;471;6.404.764.407.301.260
r0:5-rho:0.8-M:1-K:0.0005-tau:0.5-n:4;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;0,5;lagrange;1926,9;4685;710;68.749.498.915
r0:5-rho:0.8-M:1-K:0.0005-tau:0.5-n:3;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;0,5;lagrange;894,3;2455;314;31.875.322.638.996.200
r0:5-rho:0.8-M:1-K:0.0005-tau:0.1-n:8;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;0,1;lagrange;2926,1;4999;1054;10.465.638.369.599.700
r0:5-rho:0.8-M:1-K:0.0005-tau:0.1-n:7;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;0,1;lagrange;2408,9;4999;698;8.633.541.232.100.100
r0:5-rho:0.8-M:1-K:0.0005-tau:0.1-n:6;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;0,1;lagrange;2267,8;4223;772;8.088.339.152.600.380
r0:5-rho:0.8-M:1-K:0.0005-tau:0.1-n:5;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;0,1;lagrange;1789,3;3416;566;63.886.106.850.011.800
r0:5-rho:0.8-M:1-K:0.0005-tau:0.1-n:4;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;0,1;lagrange;1216;2548;490;4.353.738.808.099.290
r0:5-rho:0.8-M:1-K:0.0005-tau:0.1-n:3;0,0005;1;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;0,1;lagrange;1277,6;2114;704;45.696.475.275.995.900
r0:5-rho:0.8-M:1-K:0.0007-tau:1-n:8;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;1;lagrange;1942,1;3601;1274;69.862.932.931.995.600
r0:5-rho:0.8-M:1-K:0.0007-tau:1-n:7;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;1;lagrange;2472,3;4999;807;8.867.810.988.800.190
r0:5-rho:0.8-M:1-K:0.0007-tau:1-n:6;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;1;lagrange;2173,9;4999;727;77.723.454.245.002.300
r0:5-rho:0.8-M:1-K:0.0007-tau:1-n:5;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;1;lagrange;2418,1;4999;245;8.625.587.139.600.240
r0:5-rho:0.8-M:1-K:0.0007-tau:1-n:4;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;1;lagrange;1566,8;3059;521;5.623.478.340.299.330
r0:5-rho:0.8-M:1-K:0.0007-tau:1-n:3;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;1;lagrange;1397,6;2475;636;5.019.506.982.600.430
r0:5-rho:0.8-M:1-K:0.0007-tau:0.5-n:8;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;0,5;lagrange;2292,4;3870;507;822.658.969.059.994
r0:5-rho:0.8-M:1-K:0.0007-tau:0.5-n:7;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;0,5;lagrange;2455,8;4778;754;8.778.409.367.099.810
r0:5-rho:0.8-M:1-K:0.0007-tau:0.5-n:6;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;0,5;lagrange;2467,6;4999;681;8.829.912.407.399.380
r0:5-rho:0.8-M:1-K:0.0007-tau:0.5-n:5;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;0,5;lagrange;1876,7;3444;1063;6.704.163.868.899.920
r0:5-rho:0.8-M:1-K:0.0007-tau:0.5-n:4;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;0,5;lagrange;1460,9;3152;562;5.288.595.491.500.740
r0:5-rho:0.8-M:1-K:0.0007-tau:0.5-n:3;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;0,5;lagrange;979,7;1936;285;34.949.165.042.999.000
r0:5-rho:0.8-M:1-K:0.0007-tau:0.1-n:8;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;0,1;lagrange;2870,4;4999;638;10.296.897.876.700.600
r0:5-rho:0.8-M:1-K:0.0007-tau:0.1-n:7;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;0,1;lagrange;2371,1;4999;1006;850.048.987.090.122
r0:5-rho:0.8-M:1-K:0.0007-tau:0.1-n:6;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;0,1;lagrange;1576,7;2845;582;5.639.883.274.798.920
r0:5-rho:0.8-M:1-K:0.0007-tau:0.1-n:5;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;0,1;lagrange;1860,2;4810;406;6.650.370.066.899.630
r0:5-rho:0.8-M:1-K:0.0007-tau:0.1-n:4;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;0,1;lagrange;1292,8;4999;369;4.624.871.368.399.180
r0:5-rho:0.8-M:1-K:0.0007-tau:0.1-n:3;0,0007;1;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;0,1;lagrange;1035,2;2560;397;3.695.282.588.600.820
r0:5-rho:0.8-M:1-K:0.001-tau:1-n:8;0,001;1;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;1;lagrange;2144,7;4999;577;7.686.128.272.699.710
r0:5-rho:0.8-M:1-K:0.001-tau:1-n:7;0,001;1;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;1;lagrange;2663,8;4926;1264;9.553.063.892.800.120
r0:5-rho:0.8-M:1-K:0.001-tau:1-n:6;0,001;1;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;1;lagrange;2490,9;3311;745;8.923.787.318.399.990
r0:5-rho:0.8-M:1-K:0.001-tau:1-n:5;0,001;1;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;1;lagrange;1353,5;2503;383;4.837.406.247.199.390
r0:5-rho:0.8-M:1-K:0.001-tau:1-n:4;0,001;1;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;1;lagrange;1711,8;4098;405;610.487.045.940.099
r0:5-rho:0.8-M:1-K:0.001-tau:1-n:3;0,001;1;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;1;lagrange;1045,9;2764;393;37.280.147.660.989.300
r0:5-rho:0.8-M:1-K:0.001-tau:0.5-n:8;0,001;1;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;0,5;lagrange;1461,6;3711;799;528.013.679.900.032
r0:5-rho:0.8-M:1-K:0.001-tau:0.5-n:7;0,001;1;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;0,5;lagrange;1979;3321;940;7.084.193.145.300.370
r0:5-rho:0.8-M:1-K:0.001-tau:0.5-n:6;0,001;1;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;0,5;lagrange;2873;4954;817;10.280.006.091.100.200
r0:5-rho:0.8-M:1-K:0.001-tau:0.5-n:5;0,001;1;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;0,5;lagrange;2312,8;4999;533;82.856.030.105.002
r0:5-rho:0.8-M:1-K:0.001-tau:0.5-n:4;0,001;1;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;0,5;lagrange;2582,8;4999;735;9.237.218.558.299.350
r0:5-rho:0.8-M:1-K:0.001-tau:0.5-n:3;0,001;1;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;0,5;lagrange;1036,8;1738;568;3.792.407.676.800.210
r0:5-rho:0.8-M:1-K:0.001-tau:0.1-n:8;0,001;1;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;0,1;lagrange;2566,6;4999;761;9.223.128.853.600.060
r0:5-rho:0.8-M:1-K:0.001-tau:0.1-n:7;0,001;1;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;0,1;lagrange;3044,8;4689;1378;10.961.480.089.899.800
r0:5-rho:0.8-M:1-K:0.001-tau:0.1-n:6;0,001;1;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;0,1;lagrange;2318,4;4999;440;8.352.292.844.900.510
r0:5-rho:0.8-M:1-K:0.001-tau:0.1-n:5;0,001;1;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;0,1;lagrange;1947,1;4999;607;6.955.291.875.399.410
r0:5-rho:0.8-M:1-K:0.001-tau:0.1-n:4;0,001;1;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;0,1;lagrange;1841,9;3597;347;6.564.708.055.301.160
r0:5-rho:0.8-M:1-K:0.001-tau:0.1-n:3;0,001;1;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;0,1;lagrange;981,9;2426;604;35.233.881.905.005.500
r0:5-rho:0.8-M:1-K:0-tau:1-n:8;0;1;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;1;lagrange;1437,1;1949;722;51.603.846.533.995.200
r0:5-rho:0.8-M:1-K:0-tau:1-n:7;0;1;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;1;lagrange;1786,9;3948;374;6.417.068.439.500.870
r0:5-rho:0.8-M:1-K:0-tau:1-n:6;0;1;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;1;lagrange;1881,6;2803;821;6.780.282.600.499.040
r0:5-rho:0.8-M:1-K:0-tau:1-n:5;0;1;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;1;lagrange;1122,4;1823;516;4.023.352.438.399.160
r0:5-rho:0.8-M:1-K:0-tau:1-n:4;0;1;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;1;lagrange;1701,1;3688;930;6.110.385.852.199.390
r0:5-rho:0.8-M:1-K:0-tau:1-n:3;0;1;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;1;lagrange;1038,7;1945;345;3.719.043.340.400.090
r0:5-rho:0.8-M:1-K:0-tau:0.5-n:8;0;1;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;0,5;lagrange;1722,3;4981;702;6.189.115.037.600.270
r0:5-rho:0.8-M:1-K:0-tau:0.5-n:7;0;1;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;0,5;lagrange;1594,4;3894;426;5.803.891.215.199.830
r0:5-rho:0.8-M:1-K:0-tau:0.5-n:6;0;1;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;0,5;lagrange;1910,1;4725;829;6.825.437.159.299.320
r0:5-rho:0.8-M:1-K:0-tau:0.5-n:5;0;1;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;0,5;lagrange;1588,5;2499;802;5.665.356.628.999.870
r0:5-rho:0.8-M:1-K:0-tau:0.5-n:4;0;1;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;0,5;lagrange;1075;1722;603;3.856.376.803.299.640
r0:5-rho:0.8-M:1-K:0-tau:0.5-n:3;0;1;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;0,5;lagrange;948,7;1476;440;33.861.027.302.991.700
r0:5-rho:0.8-M:1-K:0-tau:0.1-n:8;0;1;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;0,1;lagrange;1589,5;3352;842;5.694.336.519.500.930
r0:5-rho:0.8-M:1-K:0-tau:0.1-n:7;0;1;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;0,1;lagrange;2175,3;3350;1285;7.785.274.860.500.060
r0:5-rho:0.8-M:1-K:0-tau:0.1-n:6;0;1;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;0,1;lagrange;2115;3866;873;7.586.627.432.300.880
r0:5-rho:0.8-M:1-K:0-tau:0.1-n:5;0;1;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;0,1;lagrange;1682,2;2390;604;6.010.122.487.899.200
r0:5-rho:0.8-M:1-K:0-tau:0.1-n:4;0;1;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;0,1;lagrange;1480,4;4954;555;5.321.207.572.201.090
r0:5-rho:0.8-M:1-K:0-tau:0.1-n:3;0;1;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;0,1;lagrange;881,9;2494;414;3.142.127.450.299.440
r0:5-rho:0.8-M:100-K:0.001-tau:0.5-n:5;0,001;100;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;0,5;lagrange;30,8;51;14;0,218658949
r0:1-rho:0.7-M:100-K:0.001-tau:0.5-n:3;0,001;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,5;lagrange;30,8;157;3;0,205304964
r0:5-rho:0.9-M:100-K:0.0003-tau:0.1-n:4;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,9;0,5;0,1;lagrange;30,9;74;8;0,212731494
r0:5-rho:0.9-M:100-K:0.0005-tau:0.1-n:5;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,9;0,5;0,1;lagrange;30,9;61;15;0,221581722
r0:5-rho:0.8-M:100-K:0.0005-tau:0.1-n:8;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;0,1;lagrange;30,9;67;8;0,235087434
r0:1-rho:0.7-M:100-K:0.0003-tau:0.5-n:6;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,5;lagrange;30,9;59;9;0,223895099
r0:1-rho:0.6-M:100-K:0.0003-tau:0.1-n:6;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,6;0,5;0,1;lagrange;30,9;133;5;0,224115236
r0:5-rho:0.9-M:100-K:0-tau:0.5-n:5;0;100;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,9;0,5;0,5;lagrange;31;97;11;0,220164854
r0:5-rho:0.7-M:100-K:0.001-tau:0.5-n:4;0,001;100;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;0,5;lagrange;31;61;15;0,212309294
r0:5-rho:0.8-M:100-K:0.001-tau:0.1-n:3;0,001;100;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;0,1;lagrange;31,1;84;14;0,208164129
r0:5-rho:0.7-M:100-K:0.0005-tau:0.5-n:5;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;0,5;lagrange;31,1;47;11;0,220717814
r0:1-rho:0.6-M:100-K:0.001-tau:1-n:4;0,001;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,6;0,5;1;lagrange;31,1;64;10;0,214161239
r0:5-rho:0.8-M:100-K:0.0007-tau:0.5-n:4;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;0,5;lagrange;31,2;41;21;0,215238806
r0:1-rho:0.8-M:100-K:0.0005-tau:1-n:3;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,8;0,5;1;lagrange;31,2;88;4;0,209197157
r0:5-rho:0.8-M:100-K:0.0007-tau:1-n:7;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;1;lagrange;31,3;39;17;0,231803492
r0:5-rho:0.8-M:100-K:0.001-tau:0.5-n:4;0,001;100;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;0,5;lagrange;31,3;61;15;0,215828658
r0:1-rho:0.6-M:100-K:0.0005-tau:0.1-n:3;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,6;0,5;0,1;lagrange;31,3;84;4;0,210475163
r0:5-rho:0.8-M:100-K:0-tau:1-n:4;0;100;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;1;lagrange;31,4;56;16;0,217046235
r0:5-rho:0.7-M:100-K:0.0003-tau:0.5-n:3;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;0,5;lagrange;31,5;43;14;0,211291553
r0:1-rho:0.6-M:100-K:0.0003-tau:1-n:6;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,6;0,5;1;lagrange;31,5;68;12;0,228594257
r0:5-rho:0.9-M:100-K:0.001-tau:0.1-n:4;0,001;100;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,9;0,5;0,1;lagrange;31,6;63;14;0,216910905
r0:5-rho:0.8-M:100-K:0.0003-tau:1-n:4;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;1;lagrange;31,6;61;13;0,21695114
r0:5-rho:0.8-M:100-K:0.0007-tau:0.1-n:7;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;0,1;lagrange;31,6;44;22;0,234316136
r0:5-rho:0.7-M:100-K:0-tau:1-n:8;0;100;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;1;lagrange;31,6;67;16;0,239766732
r0:5-rho:0.9-M:100-K:0.0005-tau:0.5-n:3;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,9;0,5;0,5;lagrange;31,7;49;11;0,212916895
r0:1-rho:0.8-M:100-K:0.001-tau:0.1-n:3;0,001;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,8;0,5;0,1;lagrange;31,7;86;5;0,213021548
r0:1-rho:0.6-M:100-K:0-tau:0.1-n:7;0;100;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,6;0,5;0,1;lagrange;31,7;48;13;0,235259358
r0:5-rho:0.8-M:100-K:0.0005-tau:1-n:4;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;1;lagrange;31,8;60;11;0,218639928
r0:5-rho:0.7-M:100-K:0.0003-tau:0.5-n:8;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;0,5;lagrange;31,8;58;17;0,242332662
r0:5-rho:0.9-M:100-K:0.0007-tau:0.5-n:6;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,9;0,5;0,5;lagrange;31,9;92;12;0,232138195
r0:5-rho:0.7-M:100-K:0.0003-tau:1-n:6;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;1;lagrange;31,9;51;15;0,232302994
r0:5-rho:0.9-M:100-K:0.0005-tau:0.1-n:6;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,9;0,5;0,1;lagrange;32;86;10;0,232520772
r0:5-rho:0.8-M:100-K:0.0003-tau:0.1-n:6;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;0,1;lagrange;32;90;14;0,233740526
r0:5-rho:0.8-M:100-K:0.0005-tau:0.1-n:5;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;0,1;lagrange;32;59;19;0,227028744
r0:5-rho:0.9-M:100-K:0.001-tau:0.5-n:5;0,001;100;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,9;0,5;0,5;lagrange;32,1;86;5;0,228165559
