Name;K;M;M1;N;N1;T;X0;eps;h;n;r0;repetition;rho;sigma;tau;tipo;average;max;min;timeSGD
r0:1-rho:0.6-M:100-K:0-tau:0.1-n:3;0;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,6;0,5;0,1;lagrange;12;22;6;0,080626113
r0:1-rho:0.6-M:100-K:0.001-tau:0.1-n:3;0,001;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,6;0,5;0,1;lagrange;12,8;35;2;0,085654811
r0:1-rho:0.6-M:100-K:0.0005-tau:0.5-n:3;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,6;0,5;0,5;lagrange;13;47;3;0,087238409
r0:1-rho:0.7-M:100-K:0.001-tau:1-n:3;0,001;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;1;lagrange;13,1;57;3;0,087389069
r0:1-rho:0.7-M:100-K:0.0003-tau:0.5-n:3;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,5;lagrange;14,1;26;2;0,094065288
r0:1-rho:0.7-M:100-K:0.0005-tau:0.5-n:3;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,5;lagrange;14,3;31;6;0,095481471
r0:1-rho:0.7-M:100-K:0.001-tau:0.1-n:4;0,001;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,1;lagrange;14,4;31;6;0,098796896
r0:1-rho:0.6-M:100-K:0.0007-tau:0.1-n:3;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,6;0,5;0,1;lagrange;14,4;31;5;0,09632673
r0:1-rho:0.6-M:100-K:0.0007-tau:1-n:7;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,6;0,5;1;lagrange;14,5;20;9;0,10787193
r0:1-rho:0.6-M:100-K:0.0003-tau:0.5-n:3;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,6;0,5;0,5;lagrange;14,6;39;5;0,097745136
r0:1-rho:0.7-M:100-K:0.001-tau:1-n:4;0,001;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;1;lagrange;15,4;43;5;0,105754163
r0:1-rho:0.6-M:100-K:0.0007-tau:0.5-n:3;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,6;0,5;0,5;lagrange;15,4;35;3;0,103264972
r0:1-rho:0.7-M:100-K:0-tau:1-n:3;0;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;1;lagrange;15,6;32;5;0,105028964
r0:1-rho:0.7-M:100-K:0-tau:0.1-n:3;0;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,1;lagrange;15,9;62;3;0,10629918
r0:1-rho:0.6-M:100-K:0-tau:1-n:5;0;100;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,6;0,5;1;lagrange;15,9;51;5;0,112933723
r0:1-rho:0.6-M:100-K:0.0007-tau:0.1-n:6;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,6;0,5;0,1;lagrange;16,2;38;7;0,117420593
r0:1-rho:0.6-M:100-K:0.0007-tau:1-n:3;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,6;0,5;1;lagrange;16,3;37;5;0,110043353
r0:1-rho:0.8-M:100-K:0.001-tau:0.5-n:3;0,001;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,8;0,5;0,5;lagrange;16,4;58;3;0,109982778
r0:1-rho:0.6-M:100-K:0.0005-tau:0.5-n:4;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,6;0,5;0,5;lagrange;16,4;32;5;0,113085659
r0:1-rho:0.6-M:100-K:0-tau:1-n:4;0;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,6;0,5;1;lagrange;16,5;25;6;0,113709096
r0:1-rho:0.6-M:100-K:0.0005-tau:0.1-n:4;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,6;0,5;0,1;lagrange;16,7;46;5;0,114939932
r0:1-rho:0.6-M:100-K:0.0003-tau:0.1-n:3;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,6;0,5;0,1;lagrange;16,9;36;3;0,112922215
r0:1-rho:0.8-M:100-K:0-tau:1-n:3;0;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,8;0,5;1;lagrange;17;46;4;0,113892469
r0:1-rho:0.8-M:100-K:0-tau:0.5-n:3;0;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,8;0,5;0,5;lagrange;17,2;44;4;0,115119151
r0:1-rho:0.8-M:100-K:0.0003-tau:1-n:3;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,8;0,5;1;lagrange;18,1;43;3;0,121259524
r0:1-rho:0.6-M:100-K:0.0005-tau:1-n:6;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,6;0,5;1;lagrange;18,1;48;6;0,131885441
r0:1-rho:0.6-M:100-K:0.001-tau:0.1-n:4;0,001;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,6;0,5;0,1;lagrange;18,1;33;7;0,124557245
r0:1-rho:0.6-M:100-K:0-tau:0.1-n:4;0;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,6;0,5;0,1;lagrange;18,2;53;4;0,12534585
r0:1-rho:0.6-M:100-K:0.0007-tau:0.5-n:4;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,6;0,5;0,5;lagrange;18,5;52;6;0,127288809
r0:1-rho:0.6-M:100-K:0.001-tau:0.5-n:7;0,001;100;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,6;0,5;0,5;lagrange;18,7;43;7;0,138827188
r0:1-rho:0.9-M:100-K:0-tau:1-n:4;0;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;1;lagrange;19;53;7;0,13010287
r0:1-rho:0.7-M:100-K:0.0005-tau:1-n:6;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;1;lagrange;19,2;62;6;0,138854158
r0:1-rho:0.6-M:100-K:0-tau:0.5-n:6;0;100;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,6;0,5;0,5;lagrange;19,4;40;8;0,140706079
r0:1-rho:0.6-M:100-K:0.001-tau:1-n:6;0,001;100;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,6;0,5;1;lagrange;19,5;35;7;0,141408081
r0:5-rho:0.8-M:100-K:0.0005-tau:0.1-n:7;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;0,1;lagrange;19,8;31;13;0,146894435
r0:1-rho:0.7-M:100-K:0.0005-tau:0.1-n:4;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,1;lagrange;19,8;87;6;0,135720048
r0:1-rho:0.7-M:100-K:0.0003-tau:0.1-n:3;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,1;lagrange;20,3;79;3;0,135398644
r0:1-rho:0.7-M:100-K:0.001-tau:0.5-n:5;0,001;100;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,5;lagrange;20,3;36;8;0,144023182
r0:1-rho:0.6-M:100-K:0.0003-tau:1-n:4;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,6;0,5;1;lagrange;20,4;42;6;0,140550407
r0:1-rho:0.7-M:100-K:0.0003-tau:1-n:5;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;1;lagrange;20,5;65;5;0,146219842
r0:1-rho:0.7-M:100-K:0.0007-tau:1-n:7;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;1;lagrange;20,5;51;6;0,151976526
r0:1-rho:0.6-M:100-K:0.0005-tau:1-n:4;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,6;0,5;1;lagrange;20,9;48;6;0,143463124
r0:1-rho:0.8-M:100-K:0.0005-tau:0.1-n:4;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,8;0,5;0,1;lagrange;21;59;4;0,144532254
r0:1-rho:0.8-M:100-K:0.0005-tau:0.5-n:5;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,8;0,5;0,5;lagrange;21,2;37;8;0,150798871
r0:1-rho:0.7-M:100-K:0.0003-tau:0.5-n:4;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,5;lagrange;21,3;84;7;0,145904882
r0:1-rho:0.7-M:100-K:0.0005-tau:1-n:3;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;1;lagrange;21,6;95;4;0,144908118
r0:1-rho:0.7-M:100-K:0.0003-tau:1-n:4;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;1;lagrange;22;71;7;0,151004915
r0:1-rho:0.6-M:100-K:0.0003-tau:0.1-n:5;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,6;0,5;0,1;lagrange;22,1;42;7;0,157315759
r0:1-rho:0.6-M:100-K:0.001-tau:1-n:5;0,001;100;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,6;0,5;1;lagrange;22,2;43;7;0,157708496
r0:1-rho:0.6-M:100-K:0.001-tau:0.5-n:3;0,001;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,6;0,5;0,5;lagrange;22,2;75;6;0,150674048
r0:1-rho:0.6-M:100-K:0-tau:0.5-n:3;0;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,6;0,5;0,5;lagrange;22,3;56;4;0,149655041
r0:1-rho:0.6-M:100-K:0.0003-tau:0.1-n:7;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,6;0,5;0,1;lagrange;22,4;63;7;0,166025049
r0:1-rho:0.8-M:100-K:0-tau:0.1-n:3;0;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,8;0,5;0,1;lagrange;22,5;81;4;0,150289281
r0:1-rho:0.6-M:100-K:0.0007-tau:0.1-n:8;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,6;0,5;0,1;lagrange;22,5;44;9;0,170701659
r0:1-rho:0.7-M:100-K:0.0003-tau:1-n:6;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;1;lagrange;22,6;44;5;0,163642934
r0:1-rho:0.6-M:100-K:0.0007-tau:0.5-n:5;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,6;0,5;0,5;lagrange;22,6;69;7;0,160827947
r0:1-rho:0.6-M:100-K:0-tau:1-n:3;0;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,6;0,5;1;lagrange;22,7;66;4;0,150885103
r0:1-rho:0.7-M:100-K:0-tau:1-n:5;0;100;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;1;lagrange;22,9;52;7;0,162701543
r0:1-rho:0.8-M:100-K:0.0007-tau:0.1-n:3;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,8;0,5;0,1;lagrange;23;63;8;0,154049219
r0:1-rho:0.6-M:100-K:0.0005-tau:1-n:3;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,6;0,5;1;lagrange;23;51;7;0,154169311
r0:1-rho:0.6-M:100-K:0.0007-tau:0.5-n:7;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,6;0,5;0,5;lagrange;23,2;84;7;0,172599584
r0:1-rho:0.6-M:100-K:0.001-tau:0.5-n:5;0,001;100;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,6;0,5;0,5;lagrange;23,3;74;5;0,165373554
r0:1-rho:0.7-M:100-K:0-tau:1-n:4;0;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;1;lagrange;23,4;68;6;0,161143453
r0:1-rho:0.6-M:100-K:0.0003-tau:0.5-n:6;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,6;0,5;0,5;lagrange;23,4;70;6;0,169301612
r0:1-rho:0.6-M:100-K:0.0005-tau:0.5-n:8;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,6;0,5;0,5;lagrange;23,4;60;7;0,177581221
r0:5-rho:0.9-M:100-K:0-tau:0.5-n:3;0;100;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,9;0,5;0,5;lagrange;23,5;48;11;0,157470236
r0:1-rho:0.6-M:100-K:0-tau:0.5-n:4;0;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,6;0,5;0,5;lagrange;23,6;80;7;0,162555948
r0:1-rho:0.7-M:100-K:0-tau:1-n:7;0;100;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;1;lagrange;23,7;46;10;0,175445963
r0:5-rho:0.8-M:100-K:0-tau:0.1-n:8;0;100;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;0,1;lagrange;23,9;39;9;0,182143686
r0:1-rho:0.6-M:100-K:0-tau:0.1-n:5;0;100;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,6;0,5;0,1;lagrange;23,9;41;6;0,169351543
r0:5-rho:0.9-M:100-K:0.001-tau:1-n:8;0,001;100;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,9;0,5;1;lagrange;24,2;42;12;0,183763402
r0:1-rho:0.6-M:100-K:0.001-tau:1-n:3;0,001;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,6;0,5;1;lagrange;24,2;84;5;0,16209553
r0:1-rho:0.6-M:100-K:0.0007-tau:0.1-n:7;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,6;0,5;0,1;lagrange;24,3;52;8;0,180316078
r0:5-rho:0.9-M:100-K:0-tau:0.1-n:3;0;100;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,9;0,5;0,1;lagrange;24,8;42;13;0,166101708
r0:1-rho:0.8-M:100-K:0.001-tau:0.1-n:8;0,001;100;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,8;0,5;0,1;lagrange;24,8;74;12;0,189666286
r0:5-rho:0.8-M:100-K:0.0003-tau:1-n:6;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;1;lagrange;24,9;40;15;0,181249563
r0:1-rho:0.7-M:100-K:0.0007-tau:1-n:4;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;1;lagrange;24,9;102;8;0,170488269
r0:1-rho:0.6-M:100-K:0.0005-tau:0.1-n:6;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,6;0,5;0,1;lagrange;25,1;45;11;0,1823621
r0:1-rho:0.6-M:100-K:0.001-tau:0.5-n:8;0,001;100;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,6;0,5;0,5;lagrange;25,3;72;8;0,192156462
r0:1-rho:0.6-M:100-K:0.001-tau:0.1-n:7;0,001;100;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,6;0,5;0,1;lagrange;25,4;75;8;0,187850751
r0:1-rho:0.7-M:100-K:0.0005-tau:0.1-n:7;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,1;lagrange;25,5;73;8;0,188984747
r0:1-rho:0.7-M:100-K:0.0007-tau:0.1-n:5;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,1;lagrange;25,5;106;7;0,181081215
r0:5-rho:0.8-M:100-K:0.0003-tau:1-n:5;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;1;lagrange;25,6;51;6;0,181856386
r0:1-rho:0.8-M:100-K:0.0007-tau:0.5-n:3;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,8;0,5;0,5;lagrange;25,6;100;4;0,170859594
r0:1-rho:0.6-M:100-K:0.0005-tau:0.5-n:5;0,0005;100;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,6;0,5;0,5;lagrange;25,8;52;8;0,18344264
r0:5-rho:0.8-M:100-K:0.0003-tau:1-n:8;0,0003;100;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;1;lagrange;25,9;40;8;0,197136178
r0:1-rho:0.7-M:100-K:0.001-tau:0.1-n:7;0,001;100;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,1;lagrange;25,9;96;7;0,191726094
r0:5-rho:0.9-M:100-K:0.001-tau:1-n:3;0,001;100;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,9;0,5;1;lagrange;26;51;14;0,174389907
r0:5-rho:0.7-M:100-K:0.0007-tau:0.5-n:7;0,0007;100;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;0,5;lagrange;26;62;11;0,193754666
r0:1-rho:0.8-M:100-K:0.001-tau:1-n:7;0,001;100;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,8;0,5;1;lagrange;26;89;10;0,193194927
r0:5-rho:0.9-M:10-K:0.0003-tau:1-n:8;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,9;0,5;1;lagrange;296,5;495;72;13.636.979.533.999.600
r0:5-rho:0.9-M:10-K:0.0003-tau:1-n:7;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,9;0,5;1;lagrange;228,1;569;65;10.469.305.345.002.700
r0:5-rho:0.9-M:10-K:0.0003-tau:1-n:6;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,9;0,5;1;lagrange;283,9;818;41;12.967.241.806.996.700
r0:5-rho:0.9-M:10-K:0.0003-tau:1-n:5;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,9;0,5;1;lagrange;204,6;843;45;0,928516206
r0:5-rho:0.9-M:10-K:0.0003-tau:1-n:4;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,9;0,5;1;lagrange;264,6;522;113;11.977.812.368.000.700
r0:5-rho:0.9-M:10-K:0.0003-tau:1-n:3;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,9;0,5;1;lagrange;139,8;400;55;0,631633311
r0:5-rho:0.9-M:10-K:0.0003-tau:0.5-n:8;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,9;0,5;0,5;lagrange;463,7;1616;73;2.147.812.835.100.920
r0:5-rho:0.9-M:10-K:0.0003-tau:0.5-n:7;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,9;0,5;0,5;lagrange;176,5;343;58;0,810737344
r0:5-rho:0.9-M:10-K:0.0003-tau:0.5-n:6;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,9;0,5;0,5;lagrange;246,1;403;75;11.206.884.305.007.400
r0:5-rho:0.9-M:10-K:0.0003-tau:0.5-n:5;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,9;0,5;0,5;lagrange;331,1;946;41;15.075.462.651.991.900
n = 3, .. , 8 and M = 1, 10, 100;;;1000000;200;200;2;0,5;0,01;0,01;;;10;;0,5;;lagrange;;;;
r0:5-rho:0.9-M:10-K:0.0003-tau:0.5-n:4;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,9;0,5;0,5;lagrange;162,6;456;81;0,736028382
r0:5-rho:0.9-M:10-K:0.0003-tau:0.5-n:3;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,9;0,5;0,5;lagrange;192,3;359;66;0,867150233
r0:5-rho:0.9-M:10-K:0.0003-tau:0.1-n:8;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,9;0,5;0,1;lagrange;430,2;939;121;19.830.805.423.000.100
r0:5-rho:0.9-M:10-K:0.0003-tau:0.1-n:7;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,9;0,5;0,1;lagrange;137,4;312;64;0,630769017
r0:5-rho:0.9-M:10-K:0.0003-tau:0.1-n:6;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,9;0,5;0,1;lagrange;311,1;574;72;14.169.783.434.001.100
r0:5-rho:0.9-M:10-K:0.0003-tau:0.1-n:5;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,9;0,5;0,1;lagrange;145,5;242;46;0,661049812
r0:5-rho:0.9-M:10-K:0.0003-tau:0.1-n:4;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,9;0,5;0,1;lagrange;157,1;279;48;0,713784711
r0:5-rho:0.9-M:10-K:0.0003-tau:0.1-n:3;0,0003;10;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,9;0,5;0,1;lagrange;183;365;61;0,827811103
r0:5-rho:0.9-M:10-K:0.0005-tau:1-n:8;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,9;0,5;1;lagrange;504,1;2779;47;2.319.719.870.499.100
r0:5-rho:0.9-M:10-K:0.0005-tau:1-n:7;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,9;0,5;1;lagrange;205,6;361;29;0,941809212
r0:5-rho:0.9-M:10-K:0.0005-tau:1-n:6;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,9;0,5;1;lagrange;282,6;1264;41;1.287.981.197.499.900
r0:5-rho:0.9-M:10-K:0.0005-tau:1-n:5;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,9;0,5;1;lagrange;198,4;516;76;0,900524214
r0:5-rho:0.9-M:10-K:0.0005-tau:1-n:4;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,9;0,5;1;lagrange;193,3;459;57;0,874650318
r0:5-rho:0.9-M:10-K:0.0005-tau:1-n:3;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,9;0,5;1;lagrange;102,6;192;30;0,462831483
r0:5-rho:0.9-M:10-K:0.0005-tau:0.5-n:8;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,9;0,5;0,5;lagrange;213,7;719;47;0,983233647
r0:5-rho:0.9-M:10-K:0.0005-tau:0.5-n:7;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,9;0,5;0,5;lagrange;279,4;1476;44;12.871.184.312.010.800
r0:5-rho:0.9-M:10-K:0.0005-tau:0.5-n:6;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,9;0,5;0,5;lagrange;392,7;1466;49;17.960.192.022.001.100
r0:5-rho:0.9-M:10-K:0.0005-tau:0.5-n:5;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,9;0,5;0,5;lagrange;278,2;725;53;12.619.694.070.992.400
r0:5-rho:0.9-M:10-K:0.0005-tau:0.5-n:4;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,9;0,5;0,5;lagrange;197,8;562;47;0,894419783
r0:5-rho:0.9-M:10-K:0.0005-tau:0.5-n:3;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,9;0,5;0,5;lagrange;110,1;281;59;0,497689902
r0:5-rho:0.9-M:10-K:0.0005-tau:0.1-n:8;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,9;0,5;0,1;lagrange;228,2;429;62;10.470.141.639.001.600
r0:5-rho:0.9-M:10-K:0.0005-tau:0.1-n:7;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,9;0,5;0,1;lagrange;256,3;1013;63;1.177.931.641.699.970
r0:5-rho:0.9-M:10-K:0.0005-tau:0.1-n:6;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,9;0,5;0,1;lagrange;333,6;845;72;15.231.324.141.001.000
r0:5-rho:0.9-M:10-K:0.0005-tau:0.1-n:5;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,9;0,5;0,1;lagrange;201;659;81;0,912648596
r0:5-rho:0.9-M:10-K:0.0005-tau:0.1-n:4;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,9;0,5;0,1;lagrange;171,9;336;83;0,778287345
r0:5-rho:0.9-M:10-K:0.0005-tau:0.1-n:3;0,0005;10;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,9;0,5;0,1;lagrange;152,5;310;42;0,687187374
r0:5-rho:0.9-M:10-K:0.0007-tau:1-n:8;0,0007;10;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,9;0,5;1;lagrange;262,6;574;26;12.185.966.142.002.100
r0:5-rho:0.9-M:10-K:0.0007-tau:1-n:7;0,0007;10;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,9;0,5;1;lagrange;484;1539;128;2.221.695.502.000.510
r0:5-rho:0.9-M:10-K:0.0007-tau:1-n:6;0,0007;10;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,9;0,5;1;lagrange;285;763;95;13.005.261.166.996.200
r0:5-rho:0.9-M:10-K:0.0007-tau:1-n:5;0,0007;10;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,9;0,5;1;lagrange;175,8;345;64;0,798490096
r0:5-rho:0.9-M:10-K:0.0007-tau:1-n:4;0,0007;10;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,9;0,5;1;lagrange;174,3;417;52;0,788285365
r0:5-rho:0.9-M:10-K:0.0007-tau:1-n:3;0,0007;10;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,9;0,5;1;lagrange;158,5;244;80;0,714604362
r0:5-rho:0.9-M:10-K:0.0007-tau:0.5-n:8;0,0007;10;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,9;0,5;0,5;lagrange;411,2;1378;122;18.957.852.919.993.400
r0:5-rho:0.9-M:10-K:0.0007-tau:0.5-n:7;0,0007;10;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,9;0,5;0,5;lagrange;263,2;598;62;12.066.603.854.997.000
r0:5-rho:0.9-M:10-K:0.0007-tau:0.5-n:6;0,0007;10;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,9;0,5;0,5;lagrange;225,9;528;43;1.033.406.164.799.810
r0:5-rho:0.9-M:10-K:0.0007-tau:0.5-n:5;0,0007;10;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,9;0,5;0,5;lagrange;206,5;314;89;0,943153125
r0:5-rho:0.9-M:10-K:0.0007-tau:0.5-n:4;0,0007;10;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,9;0,5;0,5;lagrange;176,3;732;44;0,80562688
r0:5-rho:0.9-M:10-K:0.0007-tau:0.5-n:3;0,0007;10;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,9;0,5;0,5;lagrange;169,1;451;60;0,76391943
r0:5-rho:0.9-M:10-K:0.0007-tau:0.1-n:8;0,0007;10;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,9;0,5;0,1;lagrange;265,4;352;187;12.223.337.998.002.500
r0:5-rho:0.9-M:10-K:0.0007-tau:0.1-n:7;0,0007;10;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,9;0,5;0,1;lagrange;263,9;514;77;121.142.335.459.881
r0:5-rho:0.9-M:10-K:0.0007-tau:0.1-n:6;0,0007;10;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,9;0,5;0,1;lagrange;208,1;531;68;0,949631165
