Name;K;M;M1;N;N1;T;X0;eps;h;n;r0;repetition;rho;sigma;tau;tipo;average;max;min;timeSGD
r0:1-rho:0.9-M:10000-K:0.0003-tau:0.1-n:6;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;0,1;lagrange;7,3;8;7;3.865.189.287.300.010
r0:1-rho:0.9-M:10000-K:0.0003-tau:0.1-n:5;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;0,1;lagrange;5,1;6;4;24.111.737.089.999.200
r0:1-rho:0.9-M:10000-K:0.0003-tau:0.1-n:4;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;0,1;lagrange;3,2;4;3;13.515.553.606.999.600
r0:1-rho:0.9-M:10000-K:0.0003-tau:0.1-n:3;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;0,1;lagrange;3,2;4;3;11.827.199.698.000.100
r0:1-rho:0.9-M:10000-K:0.0005-tau:1-n:8;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;1;lagrange;14,9;19;13;9.524.703.035.200.030
r0:1-rho:0.9-M:10000-K:0.0005-tau:1-n:7;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;1;lagrange;10,6;12;10;6.217.187.202.000.050
r0:1-rho:0.9-M:10000-K:0.0005-tau:1-n:6;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;1;lagrange;8,5;12;7;44.650.372.598.000.100
r0:1-rho:0.9-M:10000-K:0.0005-tau:1-n:5;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;1;lagrange;5;5;5;23.602.427.507.999.800
r0:1-rho:0.9-M:10000-K:0.0005-tau:1-n:4;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;1;lagrange;3,1;4;3;13.089.926.295.000.600
r0:1-rho:0.9-M:10000-K:0.0005-tau:1-n:3;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;1;lagrange;3,1;4;3;1.144.486.369.399.960
r0:1-rho:0.9-M:10000-K:0.0005-tau:0.5-n:8;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;0,5;lagrange;14,6;17;13;9.334.096.776.399.920
r0:1-rho:0.9-M:10000-K:0.0005-tau:0.5-n:7;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;0,5;lagrange;9,7;10;9;5.691.155.342.299.860
r0:1-rho:0.9-M:10000-K:0.0005-tau:0.5-n:6;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;0,5;lagrange;6,7;7;6;355.179.300.589.989
r0:1-rho:0.9-M:10000-K:0.0005-tau:0.5-n:5;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;0,5;lagrange;4,8;5;4;22.682.317.786.000.500
r0:1-rho:0.9-M:10000-K:0.0005-tau:0.5-n:4;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;0,5;lagrange;3,3;4;3;13.935.782.506.001.400
r0:1-rho:0.9-M:10000-K:0.0005-tau:0.5-n:3;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;0,5;lagrange;3;3;3;11.091.513.744.000.600
r0:1-rho:0.9-M:10000-K:0.0005-tau:0.1-n:8;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;0,1;lagrange;13,2;17;12;844.805.678.599.987
r0:1-rho:0.9-M:10000-K:0.0005-tau:0.1-n:7;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;0,1;lagrange;9,6;11;8;56.255.522.502.000.500
r0:1-rho:0.9-M:10000-K:0.0005-tau:0.1-n:6;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;0,1;lagrange;6,3;7;6;33.392.326.618.999.500
r0:1-rho:0.9-M:10000-K:0.0005-tau:0.1-n:5;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;0,1;lagrange;4,5;5;4;21.238.063.872.000.500
r0:1-rho:0.9-M:10000-K:0.0005-tau:0.1-n:4;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;0,1;lagrange;3,1;4;3;131.220.257.519.999
r0:1-rho:0.9-M:10000-K:0.0005-tau:0.1-n:3;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;0,1;lagrange;3,1;4;3;1.144.988.397.600.170
r0:1-rho:0.9-M:10000-K:0.0007-tau:1-n:8;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;1;lagrange;13,7;15;12;8.752.592.130.600.160
r0:1-rho:0.9-M:10000-K:0.0007-tau:1-n:7;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;1;lagrange;10,1;11;9;5.924.235.783.099.900
r0:1-rho:0.9-M:10000-K:0.0007-tau:1-n:6;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;1;lagrange;8,4;11;6;4.446.812.228.900.120
r0:1-rho:0.9-M:10000-K:0.0007-tau:1-n:5;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;1;lagrange;4,5;5;4;2.128.502.307.499.910
r0:1-rho:0.9-M:10000-K:0.0007-tau:1-n:4;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;1;lagrange;3,5;4;3;14.755.144.011.998.700
r0:1-rho:0.9-M:10000-K:0.0007-tau:1-n:3;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;1;lagrange;3,1;4;3;11.456.686.947.998.600
r0:1-rho:0.9-M:10000-K:0.0007-tau:0.5-n:8;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;0,5;lagrange;12;13;11;7.665.343.907.299.930
r0:1-rho:0.9-M:10000-K:0.0007-tau:0.5-n:7;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;0,5;lagrange;9,1;10;8;5.341.030.581.999.980
r0:1-rho:0.9-M:10000-K:0.0007-tau:0.5-n:6;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;0,5;lagrange;6,4;8;6;33.974.315.153.998.700
r0:1-rho:0.9-M:10000-K:0.0007-tau:0.5-n:5;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;0,5;lagrange;4,3;5;4;20.348.777.376.000.700
r0:1-rho:0.9-M:10000-K:0.0007-tau:0.5-n:4;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;0,5;lagrange;3,3;4;3;13.924.111.959.999.200
r0:1-rho:0.9-M:10000-K:0.0007-tau:0.5-n:3;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;0,5;lagrange;3;3;3;11.094.818.493.000.200
r0:1-rho:0.9-M:10000-K:0.0007-tau:0.1-n:8;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;0,1;lagrange;12;15;11;766.641.406.180.006
r0:1-rho:0.9-M:10000-K:0.0007-tau:0.1-n:7;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;0,1;lagrange;8,7;10;8;5.106.577.955.000.100
r0:1-rho:0.9-M:10000-K:0.0007-tau:0.1-n:6;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;0,1;lagrange;6,3;8;6;3.344.517.254.799.930
r0:1-rho:0.9-M:10000-K:0.0007-tau:0.1-n:5;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;0,1;lagrange;4,3;5;4;20.339.747.768.999.500
r0:1-rho:0.9-M:10000-K:0.0007-tau:0.1-n:4;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;0,1;lagrange;3;3;3;1.266.087.328.300.090
r0:1-rho:0.9-M:10000-K:0.0007-tau:0.1-n:3;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;0,1;lagrange;3;3;3;11.096.613.305.000.500
r0:1-rho:0.9-M:10000-K:0.001-tau:1-n:8;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;1;lagrange;11,9;14;11;760.166.677.670.004
r0:1-rho:0.9-M:10000-K:0.001-tau:1-n:7;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;1;lagrange;10,2;12;8;59.866.817.148.998.900
r0:1-rho:0.9-M:10000-K:0.001-tau:1-n:6;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;1;lagrange;7,1;12;6;37.614.197.315.999.200
r0:1-rho:0.9-M:10000-K:0.001-tau:1-n:5;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;1;lagrange;4,2;5;4;19.894.404.077.000.200
r0:1-rho:0.9-M:10000-K:0.001-tau:1-n:4;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;1;lagrange;3,4;5;3;14.350.646.246.000.900
r0:1-rho:0.9-M:10000-K:0.001-tau:1-n:3;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;1;lagrange;3;3;3;11.093.451.652.001.000
r0:1-rho:0.9-M:10000-K:0.001-tau:0.5-n:8;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;0,5;lagrange;11,8;15;10;7.531.192.500.399.990
r0:1-rho:0.9-M:10000-K:0.001-tau:0.5-n:7;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;0,5;lagrange;9;12;8;5.284.316.684.899.930
r0:1-rho:0.9-M:10000-K:0.001-tau:0.5-n:6;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;0,5;lagrange;5,7;7;5;3.027.584.863.499.940
r0:1-rho:0.9-M:10000-K:0.001-tau:0.5-n:5;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;0,5;lagrange;4,7;7;4;22.190.555.096.000.000
r0:1-rho:0.9-M:10000-K:0.001-tau:0.5-n:4;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;0,5;lagrange;3,5;7;3;14.756.848.684.999.500
r0:1-rho:0.9-M:10000-K:0.001-tau:0.5-n:3;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;0,5;lagrange;3,1;4;3;11.459.435.816.001.100
r0:1-rho:0.9-M:10000-K:0.001-tau:0.1-n:8;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;0,1;lagrange;9,8;11;9;6.276.550.307.999.960
r0:1-rho:0.9-M:10000-K:0.001-tau:0.1-n:7;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;0,1;lagrange;8;10;7;4.674.599.388.599.920
r0:1-rho:0.9-M:10000-K:0.001-tau:0.1-n:6;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;0,1;lagrange;5,8;7;5;30.620.653.047.000.800
r0:1-rho:0.9-M:10000-K:0.001-tau:0.1-n:5;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;0,1;lagrange;4,2;5;4;19.925.869.764.001.600
r0:1-rho:0.9-M:10000-K:0.001-tau:0.1-n:4;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;0,1;lagrange;3,1;4;3;13.080.000.711.001.000
r0:1-rho:0.9-M:10000-K:0.001-tau:0.1-n:3;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;0,1;lagrange;3,1;4;3;11.412.514.386.000.100
r0:1-rho:0.9-M:10000-K:0-tau:1-n:8;0;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;1;lagrange;18,6;20;17;11.893.392.363.400.000
r0:1-rho:0.9-M:10000-K:0-tau:1-n:7;0;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;1;lagrange;13;14;12;7.616.865.133.999.990
r0:1-rho:0.9-M:10000-K:0-tau:1-n:6;0;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;1;lagrange;10;15;8;5.288.778.212.299.980
r0:1-rho:0.9-M:10000-K:0-tau:1-n:5;0;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;1;lagrange;6,2;9;5;29.237.615.616.000.700
r0:1-rho:0.9-M:10000-K:0-tau:1-n:4;0;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;1;lagrange;4,1;6;3;17.238.983.794.000.800
r0:1-rho:0.9-M:10000-K:0-tau:1-n:3;0;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;1;lagrange;3;3;3;110.954.336.169.998
r0:1-rho:0.9-M:10000-K:0-tau:0.5-n:8;0;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;0,5;lagrange;19,5;22;17;1.245.195.739.819.990
r0:1-rho:0.9-M:10000-K:0-tau:0.5-n:7;0;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;0,5;lagrange;13,5;17;12;7.908.005.924.800.090
r0:1-rho:0.9-M:10000-K:0-tau:0.5-n:6;0;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;0,5;lagrange;8,8;10;8;4.658.292.180.399.980
r0:1-rho:0.9-M:10000-K:0-tau:0.5-n:5;0;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;0,5;lagrange;5,8;6;5;2.724.651.100.200.020
r0:1-rho:0.9-M:10000-K:0-tau:0.5-n:4;0;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;0,5;lagrange;3,4;4;3;14.334.289.316.999.200
r0:1-rho:0.9-M:10000-K:0-tau:0.5-n:3;0;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;0,5;lagrange;3;3;3;11.098.486.241.999.100
r0:1-rho:0.9-M:10000-K:0-tau:0.1-n:8;0;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;0,1;lagrange;19,1;21;17;12.184.514.765.800.100
r0:1-rho:0.9-M:10000-K:0-tau:0.1-n:7;0;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;0,1;lagrange;13;15;12;7.611.751.244.399.960
r0:1-rho:0.9-M:10000-K:0-tau:0.1-n:6;0;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;0,1;lagrange;8,9;11;8;4.708.076.634.499.950
r0:1-rho:0.9-M:10000-K:0-tau:0.1-n:5;0;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;0,1;lagrange;6,2;12;5;29.209.400.875.999.500
r0:1-rho:0.9-M:10000-K:0-tau:0.1-n:4;0;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;0,1;lagrange;4,5;6;3;18.876.162.333.999.600
r0:1-rho:0.9-M:10000-K:0-tau:0.1-n:3;0;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;0,1;lagrange;3;3;3;11.067.245.030.999.400
r0:1-rho:0.9-M:1000-K:0.0003-tau:1-n:8;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;1;lagrange;21,1;40;15;0,981912697
r0:1-rho:0.9-M:1000-K:0.0003-tau:1-n:7;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;1;lagrange;18,1;32;11;0,784608832
r0:1-rho:0.9-M:1000-K:0.0003-tau:1-n:6;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;1;lagrange;14,4;41;8;0,580446257
r0:1-rho:0.9-M:1000-K:0.0003-tau:1-n:5;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;1;lagrange;15;49;5;0,563190515
r0:1-rho:0.9-M:1000-K:0.0003-tau:1-n:4;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;1;lagrange;7,3;19;3;0,255201381
r0:1-rho:0.9-M:1000-K:0.0003-tau:1-n:3;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;1;lagrange;8;20;3;0,255696569
r0:1-rho:0.9-M:1000-K:0.0003-tau:0.5-n:8;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;0,5;lagrange;19,4;25;14;0,907358752
r0:1-rho:0.9-M:1000-K:0.0003-tau:0.5-n:7;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;0,5;lagrange;14,8;36;10;0,646776454
r0:1-rho:0.9-M:1000-K:0.0003-tau:0.5-n:6;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;0,5;lagrange;9,7;25;7;0,395995168
r0:1-rho:0.9-M:1000-K:0.0003-tau:0.5-n:5;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;0,5;lagrange;9;12;6;0,340372035
r0:1-rho:0.9-M:1000-K:0.0003-tau:0.5-n:4;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;0,5;lagrange;6,7;19;3;0,234835856
r0:1-rho:0.9-M:1000-K:0.0003-tau:0.5-n:3;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;0,5;lagrange;8,6;42;3;0,272803899
r0:1-rho:0.9-M:1000-K:0.0003-tau:0.1-n:8;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;0,1;lagrange;25,1;44;15;11.626.157.266.000.500
r0:1-rho:0.9-M:1000-K:0.0003-tau:0.1-n:7;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;0,1;lagrange;17,3;49;9;0,75122005
r0:1-rho:0.9-M:1000-K:0.0003-tau:0.1-n:6;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;0,1;lagrange;15,4;49;8;0,62442346
r0:1-rho:0.9-M:1000-K:0.0003-tau:0.1-n:5;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;0,1;lagrange;9,1;19;6;0,344110466
r0:1-rho:0.9-M:1000-K:0.0003-tau:0.1-n:4;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;0,1;lagrange;7,7;18;3;0,268140898
r0:1-rho:0.9-M:1000-K:0.0003-tau:0.1-n:3;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;0,1;lagrange;6;13;3;0,19446895
r0:1-rho:0.9-M:1000-K:0.0005-tau:1-n:8;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;1;lagrange;21,7;46;14;10.100.269.006.001.300
r0:1-rho:0.9-M:1000-K:0.0005-tau:1-n:7;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;1;lagrange;12,5;15;10;0,545386851
r0:1-rho:0.9-M:1000-K:0.0005-tau:1-n:6;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;1;lagrange;15,8;32;7;0,635059929
r0:1-rho:0.9-M:1000-K:0.0005-tau:1-n:5;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;1;lagrange;8,1;19;5;0,307232593
r0:1-rho:0.9-M:1000-K:0.0005-tau:1-n:4;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;1;lagrange;4,7;8;3;0,167281403
r0:1-rho:0.9-M:1000-K:0.0005-tau:1-n:3;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;1;lagrange;4,6;7;3;0,150777375
r0:1-rho:0.9-M:1000-K:0.0005-tau:0.5-n:8;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;0,5;lagrange;20,8;49;13;0,971817239
r0:1-rho:0.9-M:1000-K:0.0005-tau:0.5-n:7;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;0,5;lagrange;20,7;49;12;0,899354096
r0:1-rho:0.9-M:1000-K:0.0005-tau:0.5-n:6;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;0,5;lagrange;10,3;29;6;0,41813902
r0:1-rho:0.9-M:1000-K:0.0005-tau:0.5-n:5;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;0,5;lagrange;7,7;12;4;0,292982104
r0:1-rho:0.9-M:1000-K:0.0005-tau:0.5-n:4;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;0,5;lagrange;8,5;28;3;0,294787946
r0:1-rho:0.9-M:1000-K:0.0005-tau:0.5-n:3;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;0,5;lagrange;4,8;8;3;0,157122374
r0:1-rho:0.9-M:1000-K:0.0005-tau:0.1-n:8;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;0,1;lagrange;17,7;30;13;0,825335991
r0:1-rho:0.9-M:1000-K:0.0005-tau:0.1-n:7;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;0,1;lagrange;15,9;31;9;0,690471563
r0:1-rho:0.9-M:1000-K:0.0005-tau:0.1-n:6;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;0,1;lagrange;14,2;30;6;0,573473698
r0:1-rho:0.9-M:1000-K:0.0005-tau:0.1-n:5;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;0,1;lagrange;7,6;16;4;0,289510729
r0:1-rho:0.9-M:1000-K:0.0005-tau:0.1-n:4;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;0,1;lagrange;6,1;15;3;0,214397329
r0:1-rho:0.9-M:1000-K:0.0005-tau:0.1-n:3;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;0,1;lagrange;4,5;7;3;0,148394529
r0:1-rho:0.9-M:1000-K:0.0007-tau:1-n:8;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;1;lagrange;20,7;49;12;0,968628342
r0:1-rho:0.9-M:1000-K:0.0007-tau:1-n:7;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;1;lagrange;12,4;18;8;0,542988902
r0:1-rho:0.9-M:1000-K:0.0007-tau:1-n:6;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;1;lagrange;9,3;15;6;0,381371386
r0:1-rho:0.9-M:1000-K:0.0007-tau:1-n:5;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;1;lagrange;8,5;20;4;0,322202008
r0:1-rho:0.9-M:1000-K:0.0007-tau:1-n:4;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;1;lagrange;5,4;9;4;0,191620108
r0:1-rho:0.9-M:1000-K:0.0007-tau:1-n:3;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;1;lagrange;11;37;3;0,348648989
r0:1-rho:0.9-M:1000-K:0.0007-tau:0.5-n:8;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;0,5;lagrange;18,3;41;12;0,855028423
r0:1-rho:0.9-M:1000-K:0.0007-tau:0.5-n:7;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;0,5;lagrange;14,3;28;8;0,623415022
r0:1-rho:0.9-M:1000-K:0.0007-tau:0.5-n:6;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;0,5;lagrange;14,4;44;6;0,580413527
r0:1-rho:0.9-M:1000-K:0.0007-tau:0.5-n:5;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;0,5;lagrange;9;19;5;0,339794475
r0:1-rho:0.9-M:1000-K:0.0007-tau:0.5-n:4;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;0,5;lagrange;6,5;12;3;0,22808476
r0:1-rho:0.9-M:1000-K:0.0007-tau:0.5-n:3;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;0,5;lagrange;6,1;15;3;0,197818374
r0:1-rho:0.9-M:1000-K:0.0007-tau:0.1-n:8;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;0,1;lagrange;19,6;49;12;0,914770662
r0:1-rho:0.9-M:1000-K:0.0007-tau:0.1-n:7;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;0,1;lagrange;12,3;20;10;0,53856276
r0:1-rho:0.9-M:1000-K:0.0007-tau:0.1-n:6;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;0,1;lagrange;7,9;12;6;0,324309761
r0:1-rho:0.9-M:1000-K:0.0007-tau:0.1-n:5;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;0,1;lagrange;12,2;38;6;0,457206877
r0:1-rho:0.9-M:1000-K:0.0007-tau:0.1-n:4;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;0,1;lagrange;6,3;13;3;0,221363899
r0:1-rho:0.9-M:1000-K:0.0007-tau:0.1-n:3;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;0,1;lagrange;7,1;24;3;0,22851678
r0:1-rho:0.9-M:1000-K:0.001-tau:1-n:8;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,9;0,5;1;lagrange;18,2;43;12;0,848754874
r0:1-rho:0.9-M:1000-K:0.001-tau:1-n:7;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,9;0,5;1;lagrange;14;31;8;0,610619653
r0:1-rho:0.9-M:1000-K:0.001-tau:1-n:6;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,9;0,5;1;lagrange;10,7;30;6;0,435079409
r0:1-rho:0.9-M:1000-K:0.001-tau:1-n:5;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,9;0,5;1;lagrange;7;17;4;0,267320907
r0:1-rho:0.9-M:1000-K:0.001-tau:1-n:4;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,9;0,5;1;lagrange;5,5;9;3;0,194427709
r0:1-rho:0.9-M:1000-K:0.001-tau:1-n:3;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,9;0,5;1;lagrange;5,2;10;3;0,169611032
