Name;K;M;M1;N;N1;T;X0;eps;h;n;r0;repetition;rho;sigma;tau;tipo;average;max;min;timeSGD
r0:5-rho:0.8-M:1000-K:0-tau:0.5-n:3;0;1000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;0,5;lagrange;15,9;28;10;0,500651031
r0:5-rho:0.8-M:1000-K:0-tau:0.1-n:8;0;1000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,8;0,5;0,1;lagrange;7,2;20;5;0,346725655
r0:5-rho:0.8-M:1000-K:0-tau:0.1-n:7;0;1000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,8;0,5;0,1;lagrange;6,8;8;6;0,305593144
r0:5-rho:0.8-M:1000-K:0-tau:0.1-n:6;0;1000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,8;0,5;0,1;lagrange;9,2;15;5;0,376991933
r0:5-rho:0.8-M:1000-K:0-tau:0.1-n:5;0;1000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,8;0,5;0,1;lagrange;8;11;6;0,303839853
r0:5-rho:0.8-M:1000-K:0-tau:0.1-n:4;0;1000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,8;0,5;0,1;lagrange;10,7;18;8;0,369038579
r0:5-rho:0.8-M:1000-K:0-tau:0.1-n:3;0;1000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,8;0,5;0,1;lagrange;12,8;17;10;0,40360697
r0:5-rho:0.7-M:10000-K:0.0003-tau:1-n:8;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;1;lagrange;4,4;5;4;2.865.444.875.400.130
r0:5-rho:0.7-M:10000-K:0.0003-tau:1-n:7;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;1;lagrange;5,1;6;5;30.291.795.107.998.000
r0:5-rho:0.7-M:10000-K:0.0003-tau:1-n:6;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;1;lagrange;6,1;7;6;32.617.595.458.999.800
r0:5-rho:0.7-M:10000-K:0.0003-tau:1-n:5;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;1;lagrange;8;8;8;3.795.883.318.900.080
r0:5-rho:0.7-M:10000-K:0.0003-tau:1-n:4;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;1;lagrange;10;10;10;4.210.458.825.899.690
r0:5-rho:0.7-M:10000-K:0.0003-tau:1-n:3;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;1;lagrange;12,9;18;12;4.810.311.422.099.760
r0:5-rho:0.7-M:10000-K:0.0003-tau:0.5-n:8;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;0,5;lagrange;4,4;5;4;28.652.920.520.002.200
r0:5-rho:0.7-M:10000-K:0.0003-tau:0.5-n:7;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;0,5;lagrange;5,3;6;5;31.467.634.165.001.000
r0:5-rho:0.7-M:10000-K:0.0003-tau:0.5-n:6;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;0,5;lagrange;6;6;6;3.208.034.862.800.190
r0:5-rho:0.7-M:10000-K:0.0003-tau:0.5-n:5;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;0,5;lagrange;8;8;8;37.966.949.074.001.600
r0:5-rho:0.7-M:10000-K:0.0003-tau:0.5-n:4;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;0,5;lagrange;10,1;11;10;4.253.870.744.500.090
r0:5-rho:0.7-M:10000-K:0.0003-tau:0.5-n:3;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;0,5;lagrange;12,8;16;12;4.774.605.573.100.050
r0:5-rho:0.7-M:10000-K:0.0003-tau:0.1-n:8;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;0,1;lagrange;4,6;5;4;2.991.581.098.900.130
r0:5-rho:0.7-M:10000-K:0.0003-tau:0.1-n:7;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;0,1;lagrange;5,2;6;5;30.901.209.836.996.700
r0:5-rho:0.7-M:10000-K:0.0003-tau:0.1-n:6;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;0,1;lagrange;6;6;6;3.199.992.128.699.880
r0:5-rho:0.7-M:10000-K:0.0003-tau:0.1-n:5;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;0,1;lagrange;8;8;8;37.932.079.736.998.200
r0:5-rho:0.7-M:10000-K:0.0003-tau:0.1-n:4;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;0,1;lagrange;10,2;12;10;42.745.005.879.998.600
r0:5-rho:0.7-M:10000-K:0.0003-tau:0.1-n:3;0,0003;10000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;0,1;lagrange;12,6;16;12;4.682.805.809.999.990
r0:5-rho:0.7-M:10000-K:0.0005-tau:1-n:8;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;1;lagrange;4,3;5;4;2.799.852.894.099.960
r0:5-rho:0.7-M:10000-K:0.0005-tau:1-n:7;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;1;lagrange;5,3;6;5;31.413.074.133.997.700
r0:5-rho:0.7-M:10000-K:0.0005-tau:1-n:6;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;1;lagrange;6,2;8;6;3.314.167.276.700.020
r0:5-rho:0.7-M:10000-K:0.0005-tau:1-n:5;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;1;lagrange;8;8;8;37.914.870.774.999.100
r0:5-rho:0.7-M:10000-K:0.0005-tau:1-n:4;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;1;lagrange;10,3;12;10;433.587.256.130.013
r0:5-rho:0.7-M:10000-K:0.0005-tau:1-n:3;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;1;lagrange;14,9;18;12;5.546.432.910.899.960
r0:5-rho:0.7-M:10000-K:0.0005-tau:0.5-n:8;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;0,5;lagrange;4,4;5;4;28.654.888.380.999.100
r0:5-rho:0.7-M:10000-K:0.0005-tau:0.5-n:7;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;0,5;lagrange;5;5;5;29.718.941.102.000.800
r0:5-rho:0.7-M:10000-K:0.0005-tau:0.5-n:6;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;0,5;lagrange;6;6;6;320.895.513.309.988
r0:5-rho:0.7-M:10000-K:0.0005-tau:0.5-n:5;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;0,5;lagrange;8;8;8;37.974.988.595.000.400
r0:5-rho:0.7-M:10000-K:0.0005-tau:0.5-n:4;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;0,5;lagrange;10;10;10;42.120.549.652.998.300
r0:5-rho:0.7-M:10000-K:0.0005-tau:0.5-n:3;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;0,5;lagrange;12,6;16;12;4.698.539.107.800.020
r0:5-rho:0.7-M:10000-K:0.0005-tau:0.1-n:8;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;0,1;lagrange;4,4;5;4;2.866.153.852.500.060
r0:5-rho:0.7-M:10000-K:0.0005-tau:0.1-n:7;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;0,1;lagrange;5,3;7;5;31.471.078.910.999.400
r0:5-rho:0.7-M:10000-K:0.0005-tau:0.1-n:6;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;0,1;lagrange;6,1;7;6;32.630.383.649.000.500
r0:5-rho:0.7-M:10000-K:0.0005-tau:0.1-n:5;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;0,1;lagrange;8;8;8;37.964.903.668.998.800
r0:5-rho:0.7-M:10000-K:0.0005-tau:0.1-n:4;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;0,1;lagrange;10;10;10;4.208.365.509.099.890
r0:5-rho:0.7-M:10000-K:0.0005-tau:0.1-n:3;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;0,1;lagrange;13,1;19;12;4.886.736.588.400.160
r0:5-rho:0.7-M:10000-K:0.0007-tau:1-n:8;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;1;lagrange;4,4;5;4;28.644.705.134.000.100
r0:5-rho:0.7-M:10000-K:0.0007-tau:1-n:7;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;1;lagrange;5,2;6;5;30.580.720.838.999.600
r0:5-rho:0.7-M:10000-K:0.0007-tau:1-n:6;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;1;lagrange;6,1;7;6;32.541.404.134.000.900
r0:5-rho:0.7-M:10000-K:0.0007-tau:1-n:5;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;1;lagrange;8;8;8;3.770.045.135.500.180
r0:5-rho:0.7-M:10000-K:0.0007-tau:1-n:4;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;1;lagrange;10;10;10;418.092.853.599.992
r0:5-rho:0.7-M:10000-K:0.0007-tau:1-n:3;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;1;lagrange;13,2;18;12;4.906.932.747.999.960
r0:5-rho:0.7-M:10000-K:0.0007-tau:0.5-n:8;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;0,5;lagrange;4,4;5;4;2.872.707.318.799.800
r0:5-rho:0.7-M:10000-K:0.0007-tau:0.5-n:7;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;0,5;lagrange;5,3;6;5;3.145.591.981.599.860
r0:5-rho:0.7-M:10000-K:0.0007-tau:0.5-n:6;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;0,5;lagrange;6;6;6;3.205.817.817.299.970
r0:5-rho:0.7-M:10000-K:0.0007-tau:0.5-n:5;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;0,5;lagrange;8;8;8;37.979.033.727.999.100
r0:5-rho:0.7-M:10000-K:0.0007-tau:0.5-n:4;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;0,5;lagrange;10;10;10;42.075.512.725.998.100
r0:5-rho:0.7-M:10000-K:0.0007-tau:0.5-n:3;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;0,5;lagrange;13;15;12;4.849.748.515.499.950
r0:5-rho:0.7-M:10000-K:0.0007-tau:0.1-n:8;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;0,1;lagrange;4,3;5;4;28.113.753.121.000.600
r0:5-rho:0.7-M:10000-K:0.0007-tau:0.1-n:7;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;0,1;lagrange;5,5;6;5;3.274.046.484.199.780
r0:5-rho:0.7-M:10000-K:0.0007-tau:0.1-n:6;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;0,1;lagrange;6,3;9;6;3.361.181.652.400.040
r0:5-rho:0.7-M:10000-K:0.0007-tau:0.1-n:5;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;0,1;lagrange;8;8;8;37.808.259.888.999.600
r0:5-rho:0.7-M:10000-K:0.0007-tau:0.1-n:4;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;0,1;lagrange;10;10;10;4.211.356.538.499.960
r0:5-rho:0.7-M:10000-K:0.0007-tau:0.1-n:3;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;0,1;lagrange;13,7;16;12;5.093.645.218.600.060
r0:5-rho:0.7-M:10000-K:0.001-tau:1-n:8;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;1;lagrange;4,4;5;4;28.579.061.293.999.900
r0:5-rho:0.7-M:10000-K:0.001-tau:1-n:7;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;1;lagrange;5,1;6;5;30.152.538.566.999.200
r0:5-rho:0.7-M:10000-K:0.001-tau:1-n:6;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;1;lagrange;6,1;7;6;326.178.825.700.008
r0:5-rho:0.7-M:10000-K:0.001-tau:1-n:5;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;1;lagrange;8,3;11;8;39.380.979.157.998.800
r0:5-rho:0.7-M:10000-K:0.001-tau:1-n:4;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;1;lagrange;10;10;10;4.206.006.554.399.930
r0:5-rho:0.7-M:10000-K:0.001-tau:1-n:3;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;1;lagrange;12,6;15;12;4.692.735.683.700.080
r0:5-rho:0.7-M:10000-K:0.001-tau:0.5-n:8;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;0,5;lagrange;4,7;6;4;30.314.801.755.001.000
r0:5-rho:0.7-M:10000-K:0.001-tau:0.5-n:7;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;0,5;lagrange;5,4;6;5;32.014.579.581.998.900
r0:5-rho:0.7-M:10000-K:0.001-tau:0.5-n:6;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;0,5;lagrange;6,2;7;6;33.015.861.293.002.600
r0:5-rho:0.7-M:10000-K:0.001-tau:0.5-n:5;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;0,5;lagrange;8;8;8;3.794.418.666.099.950
r0:5-rho:0.7-M:10000-K:0.001-tau:0.5-n:4;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;0,5;lagrange;10,1;11;10;425.273.737.230.018
r0:5-rho:0.7-M:10000-K:0.001-tau:0.5-n:3;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;0,5;lagrange;12,9;15;12;4.806.052.244.000.230
r0:5-rho:0.7-M:10000-K:0.001-tau:0.1-n:8;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;0,1;lagrange;4,4;5;4;285.668.484.179.987
r0:5-rho:0.7-M:10000-K:0.001-tau:0.1-n:7;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;0,1;lagrange;5,3;6;5;31.468.786.254.001.300
r0:5-rho:0.7-M:10000-K:0.001-tau:0.1-n:6;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;0,1;lagrange;6,1;7;6;3.262.404.068.700.190
r0:5-rho:0.7-M:10000-K:0.001-tau:0.1-n:5;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;0,1;lagrange;8,2;10;8;38.912.625.435.998.000
r0:5-rho:0.7-M:10000-K:0.001-tau:0.1-n:4;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;0,1;lagrange;10;10;10;4.212.728.483.599.850
r0:5-rho:0.7-M:10000-K:0.001-tau:0.1-n:3;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;0,1;lagrange;14,8;20;12;5.505.569.620.800.080
r0:5-rho:0.7-M:10000-K:0-tau:1-n:8;0;10000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;1;lagrange;4,6;5;4;29.950.999.283.999.400
r0:5-rho:0.7-M:10000-K:0-tau:1-n:7;0;10000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;1;lagrange;5;5;5;29.744.455.080.999.600
r0:5-rho:0.7-M:10000-K:0-tau:1-n:6;0;10000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;1;lagrange;6,3;7;6;33.752.194.114.000.300
r0:5-rho:0.7-M:10000-K:0-tau:1-n:5;0;10000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;1;lagrange;8,1;9;8;383.943.907.569.992
r0:5-rho:0.7-M:10000-K:0-tau:1-n:4;0;10000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;1;lagrange;10;10;10;42.101.686.471
r0:5-rho:0.7-M:10000-K:0-tau:1-n:3;0;10000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;1;lagrange;13,6;19;12;5.068.465.095.799.910
r0:5-rho:0.7-M:10000-K:0-tau:0.5-n:8;0;10000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;0,5;lagrange;4,5;5;4;29.280.061.483.998
r0:5-rho:0.7-M:10000-K:0-tau:0.5-n:7;0;10000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;0,5;lagrange;5;5;5;2.969.662.508.300.090
r0:5-rho:0.7-M:10000-K:0-tau:0.5-n:6;0;10000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;0,5;lagrange;6,2;7;6;33.148.476.590.002.200
r0:5-rho:0.7-M:10000-K:0-tau:0.5-n:5;0;10000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;0,5;lagrange;8;8;8;37.748.877.763.002.300
r0:5-rho:0.7-M:10000-K:0-tau:0.5-n:4;0;10000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;0,5;lagrange;10;10;10;4.168.644.302.199.750
r0:5-rho:0.7-M:10000-K:0-tau:0.5-n:3;0;10000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;0,5;lagrange;12,5;14;12;463.443.037.199.977
r0:5-rho:0.7-M:10000-K:0-tau:0.1-n:8;0;10000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;0,1;lagrange;4,7;5;4;30.579.120.291.000.400
r0:5-rho:0.7-M:10000-K:0-tau:0.1-n:7;0;10000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;0,1;lagrange;5,2;7;5;308.429.359.949.987
r0:5-rho:0.7-M:10000-K:0-tau:0.1-n:6;0;10000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;0,1;lagrange;6;6;6;3.204.782.817.600.060
r0:5-rho:0.7-M:10000-K:0-tau:0.1-n:5;0;10000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;0,1;lagrange;8;8;8;37.963.404.289.999.700
r0:5-rho:0.7-M:10000-K:0-tau:0.1-n:4;0;10000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;0,1;lagrange;10;10;10;4.254.380.528.799.810
r0:5-rho:0.7-M:10000-K:0-tau:0.1-n:3;0;10000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;0,1;lagrange;13;17;12;4.829.227.378.900.030
r0:5-rho:0.7-M:1000-K:0.0003-tau:1-n:8;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;1;lagrange;7,4;12;5;0,355015118
r0:5-rho:0.7-M:1000-K:0.0003-tau:1-n:7;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;1;lagrange;10,7;24;5;0,471456788
r0:5-rho:0.7-M:1000-K:0.0003-tau:1-n:6;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;1;lagrange;10,6;24;7;0,431558868
r0:5-rho:0.7-M:1000-K:0.0003-tau:1-n:5;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;1;lagrange;9,3;14;7;0,350736792
r0:5-rho:0.7-M:1000-K:0.0003-tau:1-n:4;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;1;lagrange;11,6;15;10;0,39979062
r0:5-rho:0.7-M:1000-K:0.0003-tau:1-n:3;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;1;lagrange;19;28;13;0,596943698
r0:5-rho:0.7-M:1000-K:0.0003-tau:0.5-n:8;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;0,5;lagrange;6,8;11;4;0,327431308
r0:5-rho:0.7-M:1000-K:0.0003-tau:0.5-n:7;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;0,5;lagrange;8,4;17;5;0,373756507
r0:5-rho:0.7-M:1000-K:0.0003-tau:0.5-n:6;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;0,5;lagrange;10,4;16;6;0,42452317
r0:5-rho:0.7-M:1000-K:0.0003-tau:0.5-n:5;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;0,5;lagrange;9,5;13;7;0,359381308
r0:5-rho:0.7-M:1000-K:0.0003-tau:0.5-n:4;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;0,5;lagrange;11,8;16;10;0,407227966
r0:5-rho:0.7-M:1000-K:0.0003-tau:0.5-n:3;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;0,5;lagrange;18,1;25;13;0,569255811
r0:5-rho:0.7-M:1000-K:0.0003-tau:0.1-n:8;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;0,1;lagrange;6,7;20;4;0,32331212
r0:5-rho:0.7-M:1000-K:0.0003-tau:0.1-n:7;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;0,1;lagrange;9,7;17;5;0,429049117
r0:5-rho:0.7-M:1000-K:0.0003-tau:0.1-n:6;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;0,1;lagrange;8,7;16;6;0,357011668
r0:5-rho:0.7-M:1000-K:0.0003-tau:0.1-n:5;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;0,1;lagrange;10,9;23;8;0,409416001
r0:5-rho:0.7-M:1000-K:0.0003-tau:0.1-n:4;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;0,1;lagrange;13,1;20;10;0,450377142
r0:5-rho:0.7-M:1000-K:0.0003-tau:0.1-n:3;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;0,1;lagrange;16,4;22;12;0,518729957
r0:5-rho:0.7-M:1000-K:0.0005-tau:1-n:8;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;1;lagrange;5,5;8;4;0,268584114
r0:5-rho:0.7-M:1000-K:0.0005-tau:1-n:7;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;1;lagrange;7,4;11;5;0,331398248
r0:5-rho:0.7-M:1000-K:0.0005-tau:1-n:6;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;1;lagrange;7,8;12;6;0,321797293
r0:5-rho:0.7-M:1000-K:0.0005-tau:1-n:5;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;1;lagrange;10,3;16;8;0,387610685
r0:5-rho:0.7-M:1000-K:0.0005-tau:1-n:4;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;1;lagrange;11,9;16;10;0,409193713
r0:5-rho:0.7-M:1000-K:0.0005-tau:1-n:3;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;1;lagrange;18,5;24;14;0,582921279
r0:5-rho:0.7-M:1000-K:0.0005-tau:0.5-n:8;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;0,5;lagrange;8,3;19;5;0,395144138
r0:5-rho:0.7-M:1000-K:0.0005-tau:0.5-n:7;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;0,5;lagrange;10,6;30;6;0,469305594
r0:5-rho:0.7-M:1000-K:0.0005-tau:0.5-n:6;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;0,5;lagrange;8,6;14;7;0,354147693
r0:5-rho:0.7-M:1000-K:0.0005-tau:0.5-n:5;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;0,5;lagrange;10,4;16;8;0,39085301
r0:5-rho:0.7-M:1000-K:0.0005-tau:0.5-n:4;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;0,5;lagrange;13;23;10;0,446367387
r0:5-rho:0.7-M:1000-K:0.0005-tau:0.5-n:3;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;0,5;lagrange;18,2;29;13;0,575161657
r0:5-rho:0.7-M:1000-K:0.0005-tau:0.1-n:8;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;0,1;lagrange;8,4;18;4;0,400966254
r0:5-rho:0.7-M:1000-K:0.0005-tau:0.1-n:7;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;0,1;lagrange;7,8;15;5;0,348926272
r0:5-rho:0.7-M:1000-K:0.0005-tau:0.1-n:6;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;6;5;10;0,7;0,5;0,1;lagrange;8,5;11;6;0,348869282
r0:5-rho:0.7-M:1000-K:0.0005-tau:0.1-n:5;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;5;5;10;0,7;0,5;0,1;lagrange;11,6;20;8;0,434667887
r0:5-rho:0.7-M:1000-K:0.0005-tau:0.1-n:4;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;4;5;10;0,7;0,5;0,1;lagrange;13,2;20;10;0,452638073
r0:5-rho:0.7-M:1000-K:0.0005-tau:0.1-n:3;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;3;5;10;0,7;0,5;0,1;lagrange;19,7;29;13;0,618992412
r0:5-rho:0.7-M:1000-K:0.0007-tau:1-n:8;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;8;5;10;0,7;0,5;1;lagrange;7,5;17;4;0,359453154
r0:5-rho:0.7-M:1000-K:0.0007-tau:1-n:7;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;7;5;10;0,7;0,5;1;lagrange;8,3;13;5;0,370234847
